Database
Id,Effectivity,Cycle,Effective Dates,Supplier,Extract Code,Database Created,Report Created,NDB Size,Target OFPs,Origin,Application Copyright,CSV Report Copyright
M145,1,60,BAGSO,Waypoint,N 53° 40' 47.95",W 005° 30' 00.00",,,,
M145,1,70,RIMVU,Waypoint,N 53° 45' 11.15",W 005° 08' 24.70",,,,
M145,1,80,SITKU,Waypoint,N 53° 44' 35.75",W 004° 49' 54.25",,,,
M145,1,90,LANVA,Waypoint,N 53° 43' 47.85",W 004° 26' 37.50",,,,
M145,1,100,LELDO,Waypoint,N 53° 42' 59.55",W 004° 05' 07.00",,,,
M146,1,10,IPSET,Waypoint,N 54° 31' 05.65",W 005° 27' 08.90",,,,
M146,1,20,ROBOP,Waypoint,N 54° 27' 08.55",W 005° 20' 05.35",,,,
M146,1,30,PEPEG,Waypoint,N 54° 01' 06.50",W 004° 31' 05.30",,,,
M146,1,40,LUSOD,Waypoint,N 53° 56' 22.70",W 004° 19' 26.35",,,,
M146,1,50,ERDUV,Waypoint,N 53° 52' 34.65",W 004° 10' 08.25",,,,
M146,1,60,DIGMA,Waypoint,N 53° 38' 59.85",W 003° 37' 23.50",,,,
M146,1,70,AGLIL,Waypoint,N 53° 34' 42.00",W 003° 27' 11.30",,,,
M146,1,80,WAL,VHF Navaid,N 53° 23' 30.95",W 003° 08' 04.05",,,,
M147,1,10,MAGEE,Waypoint,N 54° 47' 29.55",W 005° 36' 30.00",,,,
M147,1,20,ROBOP,Waypoint,N 54° 27' 08.55",W 005° 20' 05.35",,,,
M147,1,30,MATUT,Waypoint,N 54° 10' 17.25",W 004° 38' 21.90",,,,
M147,1,40,NOPKI,Waypoint,N 54° 05' 15.95",W 004° 26' 08.30",,,,
M147,1,50,UVPOK,Waypoint,N 53° 59' 39.60",W 004° 12' 35.25",,,,
M148,1,10,MAGEE,Waypoint,N 54° 47' 29.55",W 005° 36' 30.00",,,,
M148,1,20,LIMKA,Waypoint,N 54° 30' 26.50",W 005° 13' 11.20",,,,
M148,1,30,IBTES,Waypoint,N 54° 26' 25.20",W 005° 03' 15.10",,,,
M148,1,40,IDGAS,Waypoint,N 54° 14' 22.80",W 004° 33' 29.45",,,,
M148,1,50,MASOP,Waypoint,N 54° 09' 21.00",W 004° 21' 15.25",,,,
M148,1,60,NINEB,Waypoint,N 54° 03' 44.25",W 004° 07' 41.85",,,,
M149,1,10,AGUNA,Waypoint,N 43° 59' 06.00",E 075° 47' 39.00",,,,
M149,1,20,ADIRO,Waypoint,N 44° 50' 11.00",E 075° 23' 56.00",,,,
M149,1,30,MALOD,Waypoint,N 45° 18' 12.00",E 075° 10' 37.00",,,,
M149,1,40,KONEK,Waypoint,N 46° 06' 31.00",E 075° 04' 43.00",,,,
M149,1,50,OGLAB,Waypoint,N 46° 52' 59.00",E 074° 59' 02.00",,,,
M149,1,60,BIKRI,Waypoint,N 47° 28' 14.00",E 075° 26' 25.00",,,,
M149,1,70,ROSID,Waypoint,N 48° 34' 40.00",E 076° 20' 05.00",,,,
M149,1,80,TAGAL,Waypoint,N 48° 56' 38.00",E 076° 38' 25.00",,,,
M149,1,90,ESUMA,Waypoint,N 49° 10' 25.00",E 076° 50' 06.00",,,,
M149,1,100,UGMON,Waypoint,N 49° 26' 19.00",E 077° 03' 43.00",,,,
M150,1,10,LAMGO,Waypoint,N 48° 53' 09.00",E 008° 46' 45.00",,,,
M150,1,20,KRH,VHF Navaid,N 48° 59' 34.60",E 008° 35' 03.25",,,,
M150,1,30,GEBDA,Waypoint,N 49° 06' 09.00",E 008° 17' 15.00",,,,
M150,1,40,LADAT,Waypoint,N 49° 15' 54.90",E 007° 50' 22.10",,,,
M150,1,50,PITES,Waypoint,N 49° 43' 42.90",E 006° 31' 09.60",,,,
M150,1,60,DIK,VHF Navaid,N 49° 51' 40.70",E 006° 07' 47.10",,,,
M150,1,70,KOMOB,Waypoint,N 50° 08' 38.00",E 005° 22' 25.00",,,,
M150,1,80,KOK,Waypoint,N 51° 05' 41.00",E 002° 39' 06.00",,,,
M151,1,10,MAGIT,Waypoint,N 47° 41' 31.00",E 131° 09' 00.00",,,,
M151,1,20,REDGA,Waypoint,N 49° 13' 43.00",E 131° 39' 04.00",,,,
M151,1,30,GUDMA,Waypoint,N 50° 11' 41.00",E 131° 55' 27.00",,,,
M151,1,40,MORAB,Waypoint,N 50° 13' 58.00",E 131° 56' 07.00",,,,
M151,1,50,KEGES,Waypoint,N 51° 11' 29.00",E 132° 13' 05.00",,,,
M151,1,60,NEBUL,Waypoint,N 51° 37' 31.00",E 132° 21' 01.00",,,,
M151,1,70,DOTAK,Waypoint,N 51° 54' 29.00",E 132° 26' 17.00",,,,
M151,1,80,NEGOD,Waypoint,N 52° 33' 26.00",E 132° 38' 36.00",,,,
M151,1,90,FA,NDB,N 53° 08' 20.00",E 132° 49' 59.00",,,,
M151,1,100,LIGDA,Waypoint,N 54° 48' 31.00",E 133° 58' 28.00",,,,
M151,1,110,MOKSI,Waypoint,N 55° 06' 04.00",E 134° 11' 05.00",,,,
M151,1,120,RUGIM,Waypoint,N 55° 43' 24.00",E 134° 38' 36.00",,,,
M151,1,130,BENAN,Waypoint,N 56° 18' 07.00",E 135° 05' 04.00",,,,
M151,1,140,NELAG,Waypoint,N 57° 38' 32.00",E 136° 09' 47.00",,,,
M151,1,150,ULSER,Waypoint,N 59° 18' 31.00",E 137° 32' 55.00",,,,
M151,1,160,SUROK,Waypoint,N 59° 41' 52.00",E 137° 53' 37.00",,,,
M152,1,10,ODERI,Waypoint,N 44° 39' 00.00",E 145° 15' 20.00",,,,
M152,1,20,DONIS,Waypoint,N 45° 38' 48.00",E 146° 44' 00.00",,,,
M152,1,30,NETRI,Waypoint,N 47° 39' 18.00",E 150° 00' 05.00",,,,
M152,1,40,OTLER,Waypoint,N 49° 48' 11.00",E 153° 58' 43.00",,,,
M152,1,50,RIMLI,Waypoint,N 51° 42' 18.00",E 158° 06' 55.00",,,,
M152,1,60,RAPAK,Waypoint,N 53° 21' 24.00",E 162° 18' 58.00",,,,
M152,1,70,IBRAS,Waypoint,N 54° 06' 47.00",E 164° 30' 22.00",,,,
M152,1,80,NOKRO,Waypoint,N 54° 39' 03.00",E 166° 11' 29.00",,,,
M152,1,90,DIPNA,Waypoint,N 55° 02' 22.00",E 167° 29' 18.00",,,,
M152,1,100,BAMOK,Waypoint,N 56° 25' 29.95",E 172° 49' 18.05",,,,
M153,1,10,SERNA,Waypoint,N 50° 18' 30.00",E 106° 28' 06.00",,,,
M153,1,20,GUSIN,Waypoint,N 51° 06' 02.00",E 106° 14' 01.00",,,,
M153,1,30,BUMES,Waypoint,N 51° 54' 32.00",E 106° 00' 43.00",,,,
M153,1,40,BALOG,Waypoint,N 52° 09' 59.00",E 105° 56' 24.00",,,,
M153,1,50,GINAD,Waypoint,N 53° 14' 58.00",E 105° 37' 38.00",,,,
M153,1,60,AKUPI,Waypoint,N 53° 33' 52.00",E 105° 32' 00.00",,,,
M153,1,70,TOBSA,Waypoint,N 53° 54' 20.00",E 105° 25' 46.00",,,,
M153,1,80,SOTOK,Waypoint,N 53° 58' 58.00",E 105° 24' 23.00",,,,
M153,1,90,TUPLI,Waypoint,N 54° 23' 09.00",E 105° 16' 53.00",,,,
M153,1,100,LUMIG,Waypoint,N 54° 48' 02.00",E 105° 09' 01.00",,,,
M153,1,110,ABLAS,Waypoint,N 55° 42' 08.00",E 105° 02' 37.00",,,,
M153,1,120,ROMIP,Waypoint,N 57° 16' 06.00",E 104° 50' 44.00",,,,
M153,1,130,UNDAT,Waypoint,N 57° 40' 38.00",E 104° 47' 28.00",,,,
M153,1,140,TUREM,Waypoint,N 59° 26' 32.00",E 104° 32' 31.00",,,,
M158,1,10,BODSI,Waypoint,N 44° 50' 34.00",E 054° 19' 14.00",,,,
M158,1,20,ANIGA,Waypoint,N 45° 21' 30.00",E 053° 46' 47.00",,,,
M158,1,30,GOLGI,Waypoint,N 45° 31' 53.00",E 053° 35' 43.00",,,,
M158,1,40,OTMAS,Waypoint,N 46° 04' 19.00",E 053° 00' 34.00",,,,
M158,1,50,RENPI,Waypoint,N 46° 34' 37.00",E 052° 26' 56.00",,,,
M158,1,60,LOKOZ,Waypoint,N 47° 08' 38.00",E 051° 48' 05.00",,,,
M158,1,70,OLAPU,Waypoint,N 47° 51' 46.00",E 051° 45' 31.00",,,,
M158,1,80,BAGIR,Waypoint,N 49° 01' 31.00",E 051° 41' 06.00",,,,
M159,1,10,SUPAK,Waypoint,N 49° 18' 13.00",E 019° 47' 59.00",,,,
M159,1,20,GOLAD,Waypoint,N 54° 20' 00.00",E 022° 10' 30.00",,,,
M159,1,30,KRAKI,Waypoint,N 54° 56' 29.00",E 022° 44' 05.00",,,,
M16,1,10,WAL,VHF Navaid,N 53° 23' 30.95",W 003° 08' 04.05",,,,
M16,1,20,MCT,VHF Navaid,N 53° 21' 25.30",W 002° 15' 44.25",,,,
M16,1,30,XAPOS,Waypoint,N 53° 17' 28.60",W 001° 37' 51.25",,,,
M16,1,40,NAPEX,Waypoint,N 53° 12' 22.65",W 000° 51' 39.80",,,,
M16,1,50,DOLAS,Waypoint,N 52° 58' 42.95",E 001° 00' 03.45",,,,
M160,1,10,BADOM,Waypoint,N 51° 42' 24.00",E 127° 10' 43.00",,,,
M160,1,20,RUNET,Waypoint,N 50° 54' 12.00",E 127° 33' 24.00",,,,
M160,1,30,BLG,VHF Navaid,N 50° 23' 36.00",E 127° 25' 35.20",,,,
M160,1,40,SIMLI,Waypoint,N 50° 17' 24.00",E 127° 22' 06.00",,,,
M161,1,10,GERLI,Waypoint,N 49° 53' 34.00",E 053° 52' 54.00",,,,
M161,1,20,AGMAN,Waypoint,N 49° 09' 42.00",E 055° 09' 20.00",,,,
M161,1,30,KURUL,Waypoint,N 48° 50' 59.00",E 055° 40' 51.00",,,,
M161,1,40,UGLUK,Waypoint,N 48° 41' 25.00",E 055° 56' 42.00",,,,
M161,1,50,LOGTO,Waypoint,N 48° 32' 04.00",E 056° 12' 02.00",,,,
M161,1,60,EKDAD,Waypoint,N 48° 21' 00.00",E 056° 29' 59.00",,,,
M161,1,70,UDATO,Waypoint,N 47° 38' 01.00",E 057° 37' 55.00",,,,
M161,1,80,ARKER,Waypoint,N 47° 17' 57.00",E 058° 08' 39.00",,,,
M161,1,90,LUMEZ,Waypoint,N 47° 05' 37.00",E 058° 26' 47.00",,,,
M161,1,100,ABDUN,Waypoint,N 46° 13' 37.00",E 059° 43' 16.00",,,,
M161,1,110,MILSO,Waypoint,N 45° 25' 19.00",E 060° 46' 09.00",,,,
M161,1,120,LATNU,Waypoint,N 44° 53' 45.00",E 061° 25' 53.00",,,,
M161,1,130,TOZLI,Waypoint,N 44° 10' 54.00",E 062° 18' 17.00",,,,
M161,1,140,ADAKA,Waypoint,N 43° 44' 16.00",E 062° 49' 55.00",,,,
M161,1,150,BOLNA,Waypoint,N 43° 37' 12.00",E 062° 58' 12.00",,,,
M161,1,160,RIMDO,Waypoint,N 43° 19' 40.00",E 063° 18' 37.00",,,,
M161,1,170,BARNO,Waypoint,N 42° 58' 26.00",E 063° 42' 58.00",,,,
M161,1,180,ODIVA,Waypoint,N 42° 35' 30.00",E 064° 08' 48.00",,,,
M161,1,190,GIFKE,Waypoint,N 41° 11' 17.00",E 065° 02' 23.00",,,,
M161,1,200,IPFAB,Waypoint,N 40° 20' 37.20",E 065° 33' 16.30",,,,
M161,1,210,ZORQI,Waypoint,N 39° 37' 21.80",E 065° 58' 59.80",,,,
M161,1,220,OFDAF,Waypoint,N 38° 44' 46.30",E 066° 29' 30.40",,,,
M161,1,230,AMDAR,Waypoint,N 37° 12' 30.00",E 067° 20' 36.00",,,,
M163,1,10,CTL,VHF Navaid,N 49° 08' 15.90",E 003° 34' 39.70",,,,
M163,1,20,SUIPE,Waypoint,N 49° 15' 12.00",E 004° 15' 54.00",,,,
M163,1,30,MMD,VHF Navaid,N 49° 23' 28.50",E 005° 07' 27.90",,,,
M166,1,10,GURPI,Waypoint,N 49° 56' 18.00",E 071° 12' 36.00",,,,
M166,1,20,SEHAL,Waypoint,N 49° 49' 40.00",E 072° 12' 15.00",,,,
M166,1,30,ARNIR,Waypoint,N 49° 41' 14.00",E 073° 22' 26.00",,,,
M166,1,40,ARLIH,Waypoint,N 49° 27' 24.00",E 074° 26' 21.00",,,,
M166,1,50,ULKAP,Waypoint,N 49° 07' 29.00",E 075° 53' 32.00",,,,
M166,1,60,GORBO,Waypoint,N 49° 03' 16.00",E 076° 11' 00.00",,,,
M166,1,70,TAGAL,Waypoint,N 48° 56' 38.00",E 076° 38' 25.00",,,,
M166,1,80,DODEM,Waypoint,N 48° 42' 12.00",E 077° 36' 14.00",,,,
M166,1,90,OSNER,Waypoint,N 48° 21' 19.00",E 078° 54' 09.00",,,,
M166,1,100,KABIZ,Waypoint,N 47° 55' 52.00",E 080° 26' 59.00",,,,
M166,1,110,BANUM,Waypoint,N 47° 46' 33.00",E 080° 48' 34.00",,,,
M166,1,120,TOLKI,Waypoint,N 47° 34' 15.00",E 081° 16' 40.00",,,,
M166,1,130,AGUSA,Waypoint,N 47° 14' 00.00",E 082° 03' 38.00",,,,
M166,1,140,SARIN,Waypoint,N 46° 51' 54.00",E 082° 53' 18.00",,,,
M167,1,10,LOMED,Waypoint,N 44° 01' 38.00",E 011° 00' 12.00",,,,
M167,1,20,OTNUN,Waypoint,N 44° 14' 49.00",E 011° 16' 48.00",,,,
M167,1,30,SUKOM,Waypoint,N 44° 33' 09.00",E 011° 40' 11.00",,,,
M167,1,40,GOREP,Waypoint,N 44° 55' 06.00",E 012° 05' 59.00",,,,
M167,1,50,CHI,VHF Navaid,N 45° 04' 15.90",E 012° 16' 53.20",,,,
M167,1,60,BASOG,Waypoint,N 45° 07' 57.00",E 012° 29' 36.00",,,,
M167,1,70,LILEE,Waypoint,N 45° 14' 30.00",E 012° 55' 06.00",,,,
M167,1,80,ROTAR,Waypoint,N 45° 15' 46.00",E 012° 59' 44.00",,,,
M167,1,90,BUGEV,Waypoint,N 45° 27' 56.05",E 013° 46' 24.40",,,,
M167,1,100,ILB,VHF Navaid,N 45° 33' 56.10",E 014° 10' 15.10",,,,
M168,1,10,EDETO,Waypoint,N 49° 58' 08.00",E 067° 07' 32.00",,,,
M168,1,20,UTEMU,Waypoint,N 49° 37' 57.00",E 067° 12' 37.00",,,,
M168,1,30,GORIM,Waypoint,N 48° 49' 05.00",E 067° 24' 56.00",,,,
M168,1,40,BEDOR,Waypoint,N 48° 25' 29.00",E 067° 32' 51.00",,,,
M168,1,50,ALZIS,Waypoint,N 47° 43' 17.00",E 067° 45' 42.00",,,,
M168,1,60,BURIK,Waypoint,N 47° 00' 12.00",E 067° 51' 52.00",,,,
M168,1,70,ELSEB,Waypoint,N 46° 32' 34.00",E 067° 54' 39.00",,,,
M168,1,80,BETPU,Waypoint,N 45° 57' 58.00",E 067° 59' 45.00",,,,
M168,1,90,REMOL,Waypoint,N 44° 27' 04.00",E 068° 12' 38.00",,,,
M168,1,100,TIMKA,Waypoint,N 44° 08' 32.00",E 068° 15' 11.00",,,,
M168,1,110,GOBOR,Waypoint,N 43° 38' 11.00",E 068° 19' 18.00",,,,
M168,1,120,GENDI,Waypoint,N 43° 18' 00.00",E 068° 22' 00.00",,,,
M168,1,130,RELRU,Waypoint,N 42° 49' 25.00",E 068° 18' 12.00",,,,
M168,1,140,LUZMI,Waypoint,N 42° 24' 26.00",E 068° 14' 56.00",,,,
M168,1,150,MIKNO,Waypoint,N 42° 02' 00.00",E 068° 12' 00.00",,,,
M168,1,160,DODUR,Waypoint,N 41° 23' 00.00",E 068° 48' 00.00",,,,
M168,1,170,ABEKA,Waypoint,N 41° 07' 05.00",E 068° 44' 42.00",,,,
M168,1,180,ABGEN,Waypoint,N 40° 57' 42.00",E 068° 42' 48.00",,,,
M168,1,190,KUFIM,Waypoint,N 40° 48' 36.20",E 068° 40' 55.90",,,,
M168,1,200,IPRAR,Waypoint,N 40° 44' 31.00",E 068° 34' 47.00",,,,
M168,1,210,NETAT,Waypoint,N 40° 36' 53.00",E 068° 24' 13.00",,,,
M168,1,220,LONDO,Waypoint,N 40° 14' 46.70",E 067° 32' 31.50",,,,
M168,1,230,OGNOB,Waypoint,N 39° 44' 36.00",E 066° 24' 18.00",,,,
M168,1,240,NIBTI,Waypoint,N 39° 33' 35.20",E 066° 11' 06.60",,,,
M168,1,250,OLIKA,Waypoint,N 39° 18' 49.80",E 065° 53' 35.90",,,,
M168,1,260,PABDI,Waypoint,N 39° 06' 48.00",E 065° 39' 30.00",,,,
M168,1,270,MEVTE,Waypoint,N 39° 03' 03.50",E 065° 35' 04.80",,,,
M168,1,280,DERKI,Waypoint,N 38° 31' 54.30",E 065° 06' 21.20",,,,
M169,1,10,ATRUP,Waypoint,N 42° 20' 56.00",E 013° 35' 44.00",,,,
M169,1,20,PES,VHF Navaid,N 42° 26' 09.00",E 014° 11' 03.00",,,,
M169,1,30,ESODU,Waypoint,N 42° 26' 34.00",E 014° 19' 53.00",,,,
M169,1,40,ERPOG,Waypoint,N 42° 28' 42.00",E 015° 12' 09.00",,,,
M169,1,50,RIVAM,Waypoint,N 42° 29' 57.00",E 015° 46' 22.00",,,,
M169,1,60,KATTI,Waypoint,N 42° 30' 28.00",E 016° 02' 56.00",,,,
M169,1,70,ORAKA,Waypoint,N 42° 32' 13.00",E 017° 12' 02.00",,,,
M169,1,80,AMUGO,Waypoint,N 42° 32' 39.00",E 017° 35' 02.00",,,,
M169,1,90,BALHA,Waypoint,N 42° 33' 14.00",E 018° 16' 39.00",,,,
M17,1,10,NICXI,Waypoint,N 52° 00' 46.40",W 005° 03' 17.80",,,,
M17,1,20,PEMOB,Waypoint,N 52° 08' 37.75",W 005° 09' 41.15",,,,
M17,1,30,LEMGU,Waypoint,N 52° 24' 21.55",W 005° 22' 36.40",,,,
M17,1,40,VATRY,Waypoint,N 52° 33' 16.00",W 005° 30' 00.00",,,,
M17,1,50,KLY,NDB,N 53° 16' 10.40",W 006° 06' 23.20",,,,
M17,1,60,DUB,VHF Navaid,N 53° 29' 57.80",W 006° 18' 25.60",,,,
M170,1,10,KUDIN,Waypoint,N 49° 41' 35.00",E 005° 15' 46.00",,,,
M170,1,20,DINAN,Waypoint,N 49° 49' 55.00",E 005° 19' 53.00",,,,
M170,1,30,LNO,VHF Navaid,N 50° 35' 09.00",E 005° 42' 37.00",,,,
M170,1,40,PODAT,Waypoint,N 50° 41' 45.00",E 006° 08' 11.00",,,,
M170,1,50,KENUM,Waypoint,N 50° 43' 21.00",E 006° 14' 22.00",,,,
M170,1,60,NVO,VHF Navaid,N 50° 49' 21.65",E 006° 38' 11.55",,,,
M170,1,70,AFNAF,Waypoint,N 50° 58' 01.00",E 006° 50' 12.00",,,,
M170,1,80,BAMSU,Waypoint,N 51° 11' 19.60",E 007° 18' 32.40",,,,
M170,1,90,PADBA,Waypoint,N 51° 18' 42.00",E 007° 40' 43.00",,,,
M170,1,100,HEFME,Waypoint,N 51° 23' 14.00",E 007° 46' 13.00",,,,
M170,1,110,BARAG,Waypoint,N 51° 25' 07.00",E 007° 48' 31.00",,,,
M170,1,120,ADEMI,Waypoint,N 51° 28' 58.00",E 007° 53' 19.00",,,,
M170,1,130,HMM,VHF Navaid,N 51° 51' 24.70",E 007° 42' 29.85",,,,
M170,1,140,DOMJO,Waypoint,N 52° 01' 49.00",E 007° 59' 54.00",,,,
M170,1,150,OSNAD,Waypoint,N 52° 12' 00.50",E 008° 17' 07.85",,,,
M170,1,160,EXPUH,Waypoint,N 52° 21' 47.00",E 008° 25' 38.00",,,,
M170,1,170,ZEPHE,Waypoint,N 52° 34' 12.00",E 008° 36' 33.00",,,,
M170,1,180,BASUM,Waypoint,N 52° 46' 19.15",E 008° 47' 18.75",,,,
M170,1,190,STADE,Waypoint,N 53° 29' 43.00",E 009° 26' 49.00",,,,
M170,1,200,ELSOB,Waypoint,N 53° 39' 09.35",E 009° 34' 46.15",,,,
M170,1,210,HAM,VHF Navaid,N 53° 41' 08.05",E 010° 12' 18.00",,,,
M171,1,10,LUMIG,Waypoint,N 54° 48' 02.00",E 105° 09' 01.00",,,,
M171,1,20,URAMO,Waypoint,N 55° 42' 56.00",E 105° 26' 01.00",,,,
M171,1,30,OKDIR,Waypoint,N 55° 54' 01.00",E 105° 29' 36.00",,,,
M171,1,40,GAKPO,Waypoint,N 56° 50' 12.00",E 105° 48' 26.00",,,,
M171,1,50,OKTEN,Waypoint,N 57° 29' 53.00",E 106° 14' 34.00",,,,
M171,1,60,BIPLU,Waypoint,N 58° 22' 37.00",E 106° 50' 59.00",,,,
M172,1,10,ARKOD,Waypoint,N 55° 19' 32.00",E 127° 20' 52.00",,,,
M172,1,20,OLURA,Waypoint,N 56° 10' 44.00",E 127° 27' 22.00",,,,
M172,1,30,RUTOG,Waypoint,N 56° 44' 48.00",E 127° 31' 50.00",,,,
M172,1,40,AMDUS,Waypoint,N 57° 03' 52.00",E 127° 34' 23.00",,,,
M172,1,50,BEDNA,Waypoint,N 57° 59' 56.00",E 127° 42' 10.00",,,,
M172,1,60,PEMON,Waypoint,N 59° 24' 50.00",E 128° 21' 46.00",,,,
M173,1,10,ALELU,Waypoint,N 42° 28' 45.00",E 019° 51' 02.00",,,,
M173,1,20,ELGEB,Waypoint,N 44° 08' 26.30",E 020° 11' 32.50",,,,
M173,1,30,BGD,VHF Navaid,N 44° 49' 09.70",E 020° 18' 40.20",,,,
M173,1,40,TISAK,Waypoint,N 45° 25' 19.40",E 020° 13' 38.30",,,,
M173,1,50,PARAK,Waypoint,N 46° 09' 50.00",E 020° 05' 39.00",,,,
M176,1,10,DISVU,Waypoint,N 40° 44' 25.00",W 001° 15' 48.00",,,,
M176,1,20,CMA,VHF Navaid,N 40° 52' 02.30",W 001° 17' 53.00",,,,
M176,1,30,EXEMU,Waypoint,N 41° 16' 20.00",W 001° 23' 01.00",,,,
M176,1,40,PPN,VHF Navaid,N 42° 44' 01.50",W 001° 42' 07.20",,,,
M178,1,10,GIRDA,Waypoint,N 45° 28' 32.05",E 014° 08' 02.25",,,,
M178,1,20,PUL,VHF Navaid,N 44° 53' 32.50",E 013° 55' 05.25",,,,
M178,1,30,NIKOL,Waypoint,N 44° 13' 19.00",E 013° 41' 10.00",,,,
M182,1,10,UMURE,Waypoint,N 41° 08' 59.00",E 001° 10' 16.00",,,,
M182,1,20,SENIA,Waypoint,N 40° 52' 07.50",E 000° 44' 19.60",,,,
M182,1,30,AMPOL,Waypoint,N 40° 48' 12.80",E 000° 38' 21.40",,,,
M182,1,40,MATEX,Waypoint,N 40° 33' 23.70",E 000° 15' 55.70",,,,
M182,1,50,SAURA,Waypoint,N 40° 15' 21.70",W 000° 11' 00.10",,,,
M183,1,10,CPT,VHF Navaid,N 51° 29' 29.65",W 001° 13' 10.90",,,,
M183,1,20,SILVA,Waypoint,N 51° 50' 51.35",W 001° 00' 19.40",,,,
M183,1,30,NUGBO,Waypoint,N 51° 58' 21.95",W 000° 04' 12.10",,,,
M183,1,40,BKY,VHF Navaid,N 51° 59' 23.15",E 000° 03' 42.85",,,,
M183,1,50,ADMIS,Waypoint,N 51° 59' 48.55",E 000° 10' 35.55",,,,
M183,1,60,TEDSA,Waypoint,N 52° 03' 03.10",E 001° 07' 39.05",,,,
M183,1,70,SONDO,Waypoint,N 52° 05' 05.90",E 001° 48' 42.35",,,,
M183,1,80,SONOG,Waypoint,N 52° 06' 19.70",E 002° 16' 10.10",,,,
M183,1,90,REDFA,Waypoint,N 52° 06' 52.75",E 002° 29' 16.80",,,,
M184,1,10,KOTEM,Waypoint,N 50° 00' 00.00",W 001° 03' 13.85",,,,
M184,1,20,PILIP,Waypoint,N 50° 20' 03.00",W 001° 00' 26.00",,,,
M184,1,30,NELKO,Waypoint,N 50° 42' 14.20",W 000° 57' 17.80",,,,
M184,1,40,AVANT,Waypoint,N 50° 49' 12.00",W 000° 56' 18.05",,,,
M184,1,50,HEMEL,Waypoint,N 51° 48' 20.00",W 000° 25' 09.80",,,,
M185,1,10,LUGIS,Waypoint,N 50° 00' 00.00",W 000° 52' 20.10",,,,
M185,1,20,ADLOG,Waypoint,N 50° 19' 25.00",W 000° 49' 33.40",,,,
M185,1,30,DESNA,Waypoint,N 50° 37' 00.00",W 000° 47' 00.30",,,,
M185,1,40,TELTU,Waypoint,N 50° 48' 39.90",W 000° 45' 17.70",,,,
M185,1,50,MID,VHF Navaid,N 51° 03' 14.25",W 000° 37' 30.00",,,,
M185,1,60,MODMI,Waypoint,N 51° 14' 01.00",W 000° 29' 10.00",,,,
M185,1,70,OCK,VHF Navaid,N 51° 18' 18.15",W 000° 26' 49.85",,,,
M185,1,80,KOBBI,Waypoint,N 51° 41' 13.75",W 000° 09' 18.35",,,,
M185,1,90,BPK,VHF Navaid,N 51° 44' 59.05",W 000° 06' 24.25",,,,
M189,1,10,GASBA,Waypoint,N 51° 50' 10.40",E 000° 48' 52.85",,,,
M189,1,20,CLN,VHF Navaid,N 51° 50' 54.50",E 001° 08' 51.30",,,,
M189,1,30,JACKO,Waypoint,N 51° 44' 08.65",E 001° 25' 36.00",,,,
M189,1,40,DVR,VHF Navaid,N 51° 09' 45.45",E 001° 21' 32.70",,,,
M189,1,50,SANDY,Waypoint,N 51° 03' 50.80",E 001° 04' 03.15",,,,
M189,1,60,LYD,VHF Navaid,N 50° 59' 58.85",E 000° 52' 43.20",,,,
M189,1,70,HASTY,Waypoint,N 50° 43' 42.45",E 000° 32' 00.35",,,,
M189,1,80,WAFFU,Waypoint,N 50° 34' 56.90",E 000° 20' 59.30",,,,
M189,1,90,HAWKE,Waypoint,N 50° 22' 26.55",E 000° 05' 24.75",,,,
M189,1,100,OSPOL,Waypoint,N 50° 09' 00.00",W 000° 11' 07.85",,,,
M189,1,110,NEVIL,Waypoint,N 50° 00' 00.00",W 000° 22' 05.65",,,,
M19,1,10,MUREG,Waypoint,N 46° 42' 24.25",E 015° 48' 29.00",,,,
M19,1,20,RATGO,Waypoint,N 46° 32' 46.00",E 016° 02' 13.00",,,,
M19,1,30,OBUTI,Waypoint,N 46° 22' 41.90",E 016° 16' 26.60",,,,
M19,1,40,RASIN,Waypoint,N 46° 05' 25.00",E 016° 40' 31.00",,,,
M19,1,50,ZINPE,Waypoint,N 45° 44' 52.10",E 017° 08' 48.30",,,,
M19,1,60,NASSY,Waypoint,N 45° 26' 47.50",E 018° 05' 59.40",,,,
M19,1,70,ADULA,Waypoint,N 45° 16' 14.10",E 018° 38' 31.40",,,,
M19,1,80,TUVAR,Waypoint,N 45° 07' 35.80",E 019° 04' 39.10",,,,
M19,1,90,SMI,VHF Navaid,N 45° 00' 34.10",E 019° 25' 50.80",,,,
M19,1,100,OKTAS,Waypoint,N 44° 54' 34.40",E 019° 40' 03.00",,,,
M19,1,110,OKLOP,Waypoint,N 44° 11' 00.00",E 021° 19' 54.00",,,,
M19,1,120,ETIDA,Waypoint,N 43° 41' 09.00",E 022° 25' 04.00",,,,
M19,1,130,ADVER,Waypoint,N 43° 25' 20.00",E 022° 59' 12.00",,,,
M19,1,140,PENEV,Waypoint,N 43° 01' 54.00",E 023° 48' 34.00",,,,
M19,1,150,LETVA,Waypoint,N 42° 51' 00.00",E 024° 11' 04.00",,,,
M19,1,160,ADORU,Waypoint,N 41° 52' 18.00",E 026° 34' 06.00",,,,
M19,1,170,IBODU,Waypoint,N 41° 33' 16.00",E 027° 04' 44.00",,,,
M19,1,180,EKI,VHF Navaid,N 40° 57' 03.80",E 027° 25' 34.20",,,,
M19,1,190,IVGUS,Waypoint,N 40° 34' 08.00",E 027° 34' 40.00",,,,
